Client,Module,Date,Environment,Feature,Scenario,RepopStatus,Status,RerunStatus,RerunStatusViaUI,ConsolidatedStatus,Exception,RetryException,ExceptionHelp,FirstRunStartTime,FirstRunEndTime,Duration,DealName,DealID,UniqueTag,RequestID,FeatureFilePath,FilePairPath,GeneratedFile,EpicTicket,ScenarioTicket,FXDRCRRowFailure,BASE_FX,BASE_DR,BASE_CR,BASE_ROWS,GEN_FX,GEN_DR,GEN_CR,GEN_ROWS
SilverGregorian,"Core","04-30-2023","uat","generate-and-compare-le-for-buyout-before-transition-ledgerdate","For deal Acme-RegularDeal-BuyOut-BeforeTransitionLedgerDate and client SilverGregorian repop and validate LE","Pass","Failed","NA","NA","Failed","Invalid file LeaseAccRouter generated instead of required report","--","The application is generating LeaseAccRouter file instead of required files(xlsx, xls, csv).Please verify if reporting engine is up and running If reporting engine up and running, please rerun the tests using Unique tag.","2023-04-30 18:09:52","2023-04-30 18:14:04","251","Acme-RegularDeal-BuyOut-BeforeTransitionLedgerDate","42133","@TC27_Acme-RegularDeal-BuyOut-BeforeTransitionLedgerDate","90479","features/Core/SilverGregorian/ManualScenariosTransitionRelated/LEBuyoutBeforeTransition.feature","--","--","83952","77542","Y","20067084.000","727045.650","727045.650","464.000","12724352.000","996912.068","996912.068","293.000",
SilverGregorian,"Core","04-30-2023","uat","Contact Management","Verify deleted user from the Contact Management screen and that is also a User in Access Control should appears in the Contact Change Management User name dropdown","--","TEST IN QUEUE","NA","NA","null","--","null","NA","2023-04-30 00:00:00","2023-04-30 00:00:00","0","null","--","@TC6522_VerifyUser_ContactManagement","--","--","null","null","AUTO-3116","AUTO-6847","null","null","null","null","null","null","null","null","null",
SilverGregorianFEB,"Core","04-30-2023","uat","testing-transition-and-payment-adjustment-related-to--contingency-resolution-on-leases-with-lease-incentives-and-initial-direct-costs","For deal Case 81822 Scenario7Trans&PmtAdjContingent and client SilverGregorianFEB repop and Validate LE","Pass","Failed","Failed","NA","Failed","Invalid file LeaseAccRouter generated instead of required report","Invalid file LeaseAccRouter generated instead of required report","The application is generating LeaseAccRouter file instead of required files(xlsx, xls, csv).Please verify if reporting engine is up and running If reporting engine up and running, please rerun the tests using Unique tag.","2023-04-30 22:53:06","2023-04-30 22:56:17","191","Case 81822 Scenario7Trans&PmtAdjContingent","45686","@TC245_Scenario7Trans&PmtAdjContingent","28986","features/Core/SilverGregorianFEB/Scenario7Trans&PmtAdjContingent.feature","--","--","AUTO-932","AUTO-937","NA","NA","NA","NA","NA","NA","NA","NA","NA",
GoldGregorianFX,"Core","04-30-2023","uat","Dashboard Verification","Verify Income Statement Analytics for YTD 2020 on Dashboard has correct values","Fail","Failed","NA","NA","Failed","Element Fiscal Date was not visible in time - 35","--","The Scenario is failing to select an object within the application.Please verify that there has not been a UI change to this object, and that we are not seeing issues with application performance. Please rerun the test.  With repeated results if the issue still persists - contact the Automation team as a locator for a WebElement might be changed requiring maintenance.","2023-04-30 19:22:45","2023-04-30 19:23:49","64","--","--","@TC5659_IncomeStatementAnalytics_YTD_2020","--","features/Core/GoldGregorianFX/ApplicationDashboard.feature","--","--","AUTO-3116","AUTO-5066","Y","24004975.000","1196695.780","1196695.780","558.000","46294083.000","1223160.475","1223160.475","1051.000",
SilverGregorianAPI,"API","04-30-2023","uat","payables-export-api-regression-tests","User generates Payables export report for regression tests through API request for XML file format with SCHEDULE level detail for client SilverGregorianAPI","Fail","Failed","NA","NA","Failed","API Response Status is: 500,The reason for failure is: Internal Server Error","--","Deviation in response status. Please rerun the test.With repeated results if the API status is not as expected - Please communicate the status code to the TPI team for assistance.","2023-04-30 18:02:35","2023-04-30 18:06:38","242","--","--","@TC3715_GeneratePEREG_XML_ScheduleLevel","79396","features/API/SilverGregorianAPI/PayablesExportRegTestAPI.feature","uat/Autobots_UAT_AutomatedTests/builds/294/htmlreports/LiveDashboard/APITestData/@TC3715_GeneratePEREG_XML_ScheduleLevel","--","AUTO-35","AUTO-1073","NA","NA","NA","NA","NA","NA","NA","NA","NA",
SilverGregorianAPI,"API","04-30-2023","uat","import-deals-negative-scenarios01","User imports new deal through API request for negative case consisting InvalidCurrencyLesseeEntityLedgerGLCode data for client SilverGregorianAPI","Fail","Passed","NA","NA","Passed","","","","2023-04-30 16:48:13","2023-04-30 16:50:22","129","--","--","@TC3735_ImportDeal_NegativeCase_InvalidCurrencyLesseeEntityLedgerGLCode","99596","features/API/SilverGregorianAPI/ImportDealRegNegativeTest01API.feature","uat/Autobots_UAT_AutomatedTests/builds/294/htmlreports/LiveDashboard/APITestData/@TC3735_ImportDeal_NegativeCase_InvalidCurrencyLesseeEntityLedgerGLCode","ImportDealWithInvalidCurrencyLesseeEntityLedgerGLCode_258_TC3735_ImportDeal_NegativeCase_InvalidCurrencyLesseeEntityLedgerGLCode.xml","AUTO-35","AUTO-1066","NA","NA","NA","NA","NA","NA","NA","NA","NA",
SilverGregorian,"Core","04-30-2023","uat","Quarterly Metrics Report","User generates Quarterly Metrics Report and verifies required date","Fail","Failed","NA","NA","Failed","Invalid file LeaseAccRouter generated instead of required report","--","The application is generating LeaseAccRouter file instead of required files(xlsx, xls, csv).Please verify if reporting engine is up and running If reporting engine up and running, please rerun the tests using Unique tag.","2023-04-30 16:29:35","2023-04-30 16:34:41","306","--","--","@TC5505_Quarterly_Metrics_Report","136967","features/Core/SilverGregorian/QuarterlyMetricsReport.feature","--","--","AUTO-3116","AUTO-5038","NA","NA","NA","NA","NA","NA","NA","NA","NA",
GoldGregorianMEC,"Core","04-30-2023","uat","goldgregorian-accounting-regression-tests-(reg382,-reg391)","For deal REG391_G and client GoldGregorianMEC repop and Validate LE","Pass","Failed","NA","NA","Failed","Difference in total number of Rows from baseline :  Expected [2263] found [2243] on sheet: Ledger Entries","Rerun did not happen due to Base File failure scenario","Mismatch observed in generated file when compared to basefile.Please verify the output by comparing the Generated file to the Basefile.","2023-04-30 18:48:51","2023-04-30 18:51:11","140","REG391_G","567734","@TC470_REG391_G","99868","features/Core/GoldGregorianMEC/REGScenarios/GoldGregorianMEC_REG388,REG391,REG393.feature","uat/Autobots_UAT_AutomatedTests/builds/294/htmlreports/LiveDashboard/TestData/GoldGregorianMEC/@TC470_REG391_G/","TC470_LedgerExport-GGMAuto23-99868.xlsx","AUTO-73","AUTO-1057","Y","100098936.000","2178244.857","2178244.857","2262.000","99377302.000","2178244.812","2178244.812","2242.000",
GoldGregorianMEC,"Core","04-30-2023","uat","GoldGregorianMEC Accounting Regression Tests (REG820, REG821, REG824)","For deal REG-820_GMQ and client GoldGregorianMEC repop and validate LE","Pass","Failed","NA","NA","Failed","Invalid file LeaseAccRouter generated instead of required report","--","The application is generating LeaseAccRouter file instead of required files(xlsx, xls, csv).Please verify if reporting engine is up and running If reporting engine up and running, please rerun the tests using Unique tag.","2023-04-30 19:02:57","2023-04-30 19:07:01","243","REG-820_GMQ","568201","@TC3364_REG-820_GMQ","99901","features/Core/GoldGregorianMEC/REGScenarios/GoldGregorianMEC_REG820,REG821,REG824.feature","--","--","AUTO-992","AUTO-2032","N","49786468.000","1688675.734","1688675.734","1146.000","49786468.000","1688675.734","1688675.734","1146.000",
GoldGregorianMEC,"Core","04-30-2023","uat","goldgregorian-accounting-regression-tests-(reg560,-reg636,-reg732)","For deal REG-560_GMQ and client GoldGregorianMEC repop and Validate LE","Pass","Failed","Failed","NA","Failed","Invalid file LeaseAccRouter generated instead of required report","Invalid file LeaseAccRouter generated instead of required report","The application is generating LeaseAccRouter file instead of required files(xlsx, xls, csv).Please verify if reporting engine is up and running If reporting engine up and running, please rerun the tests using Unique tag.","2023-05-01 00:31:32","2023-05-01 00:36:59","326","REG-560_GMQ","567874","@TC148_REG-560_GMQ","100208","features/Core/GoldGregorianMEC/REGScenarios/GoldGregorianMEC_REG560,REG561,REG563.feature","--","--","AUTO-992","AUTO-1362","Y","45604810.000","909463.801","909463.801","1042.000","52485034.000","1164448.113","1164448.113","1194.000",
SilverGregorianAPI,"API","04-30-2023","uat","ledger-export-api-verification-through-capture-document-id","Import Capture Document ID for a deal for Ledger Export to show Transferred status for a GL Transaction via API generate method through API request for client SilverGregorianAPI","Fail","Failed","Failed","NA","Failed","API Response Status is: 120,The reason for failure is: Unable to import file","API Response Status is: 120,The reason for failure is: Unable to import file","Deviation in response status. Please rerun the test.With repeated results if the API status is not as expected - Please communicate the status code to the TPI team for assistance.","2023-05-01 00:35:34","2023-05-01 00:39:22","228","--","--","@TC3697_ImportDocumentID_TransferredStatus_GLTransaction","137545","features/API/SilverGregorianAPI/LedgerExportAPI.feature","uat/Autobots_UAT_AutomatedTests/builds/294/htmlreports/LiveDashboard/APITestData/@TC3697_ImportDocumentID_TransferredStatus_GLTransaction","--","AUTO-35","AUTO-910","Y","14325650.000","509163.397","509163.397","330.000","46294083.000","1223160.475","1223160.475","1051.000",
GoldGregorianMEC,"Core","04-30-2023","uat","goldgregorianmec-accounting-regression-tests-(reg825,-reg828,-reg829)","For deal REG-825_GMQ and client GoldGregorianMEC repop and validate LE","Pass","Failed","Rerun Started","NA","Failed","Invalid file LeaseAccRouter generated instead of required report","","The application is generating LeaseAccRouter file instead of required files(xlsx, xls, csv).Please verify if reporting engine is up and running If reporting engine up and running, please rerun the tests using Unique tag.","2023-04-30 19:13:45","2023-04-30 19:17:15","--","REG-825_GMQ","568205","@TC3240_REG-825_GMQ","99929","features/Core/GoldGregorianMEC/REGScenarios/GoldGregorianMEC_REG825,REG828,REG829.feature","--","--","AUTO-992","AUTO-1950","Y","100098936.000","2178244.857","2178244.857","2262.000","99377302.000","2178244.812","2178244.812","2242.000",
GoldGregorianMEC,"Core","04-30-2023","uat","goldgregorianmec-accounting-regression-tests-(reg686,-reg687,-reg688)","For deal REG-688_GMQ and client GoldGregorianMEC repop and validate LE","Pass","Failed","NA","NA","Failed","Invalid file LeaseAccRouter generated instead of required report","--","The application is generating LeaseAccRouter file instead of required files(xlsx, xls, csv).Please verify if reporting engine is up and running If reporting engine up and running, please rerun the tests using Unique tag.","2023-04-30 16:25:35","2023-04-30 16:31:58","383","REG-688_GMQ","568183","@TC3237_REG-688_GMQ","99576","features/Core/GoldGregorianMEC/REGScenarios/GoldGregorianMEC_REG686,REG687,REG688.feature","uat/Autobots_UAT_AutomatedTests/builds/294/htmlreports/LiveDashboard/APITestData/@TC3710_ImportDeal_NegativeCase_DealTagNotOpened","--","AUTO-992","AUTO-1946","NA","NA","NA","NA","NA","NA","NA","NA","NA",
SilverGregorianAOP,"Core","04-30-2023","uat","Testing of Deal Analysis Report for deals Liability Capped at OEC","For deal S5.CaseAC-7_IAS17TrAdvance and client SilverGregorianAOP repop and validate Deal Analysis Report","Pass","Failed","Failed","NA","Failed","null","null","Observed Null pointer Exception during Execution.Verify the Automation script.For aasistance, Please Contact Automation Team.","2023-04-30 23:45:30","2023-04-30 23:48:46","195","S5.CaseAC-7_IAS17TrAdvance","46799","@TC4406_S5.CaseAC-7_IAS17TrAdvance","100123","features/Core/SilverGregorianAOP/S5.CaseAC-7_IAS17TrAdvance.feature","uat/Autobots_UAT_AutomatedTests/builds/294/htmlreports/LiveDashboard/APITestData/@TC4316_NegativeImportDisbursementInvalidPONumberAPI","--","AUTO-1061","AUTO-3482","N","15593436.000","386523.704","386523.704","358.000","15593436.000","386523.704","386523.704","358.000",
SilverGregorian,"Core","04-30-2023","uat","bulk import - ledger reassignment","Verify if user is able to generate Portfolio Deal Attribute and Event Activity Report with the Portfolio Event History drop-down option","Fail","Failed","Failed","NA","Failed","Timed out after 5 seconds. Unable to locate the element","Timed out after 5 seconds. Unable to locate the element","timed out after 5 seconds. unable to locate the element","2023-04-30 22:56:59","2023-04-30 22:59:14","135","--","--","@TC6183_PortfolioDealAttribute_EventActivityReport","--","features/Core/SilverGregorian/PortfolioDealAttributeAndEventActivityReport.feature","uat/Autobots_UAT_AutomatedTests/builds/294/htmlreports/LiveDashboard/TestData/PIW/@TC6183_PortfolioDealAttribute_EventActivityReport","--","AUTO-3116","AUTO-5926","NA","NA","NA","NA","NA","NA","NA","NA","NA",
GoldGregorianMEC,"Core","04-30-2023","uat","goldgregorian-accounting-regression-tests-(reg879,-reg887)","For deal REG-879_GMQ and client GoldGregorianMEC repop and Validate LE","Pass","Passed","NA","NA","Passed","","","","2023-04-30 17:06:44","2023-04-30 17:09:14","149","REG-879_GMQ","567755","@TC168_REG-879_GMQ","99655","features/Core/GoldGregorianMEC/REGScenarios/GoldGregorianMEC_REG878,REG879,REG880.feature","uat/Autobots_UAT_AutomatedTests/builds/294/htmlreports/LiveDashboard/TestData/GoldGregorianMEC/@TC168_REG-879_GMQ/","TC168_LedgerExport-GGMAuto105-99655.xlsx","AUTO-992","AUTO-1342","N","22263116.000","1125531.295","1125531.295","509.000","22263116.000","1125531.295","1125531.295","509.000",
SilverGregorianSOD,"Core","04-30-2023","uat","Functional Ledger Export Report","For deal LA8244-FXRemeasure_HVTC3_InterimRent_A_M and ASC 842 Ledger- qdo1 ledger repop and validate Functional LE","Pass","Failed","Failed","NA","Failed","Element Schedule number was not visible in time - 35","Element Schedule number was not visible in time - 35","The Scenario is failing to select an object within the application.Please verify that there has not been a UI change to this object, and that we are not seeing issues with application performance. Please rerun the test.  With repeated results if the issue still persists - contact the Automation team as a locator for a WebElement might be changed requiring maintenance.","2023-04-30 22:55:06","2023-04-30 22:56:53","106","LA8244-FXRemeasure_HVTC3_InterimRent_A_M","72044","@TC6473_LA8244-FXRemeasure_HVTC7_CAMS_A_M","--","features/Core/SilverGregorianSoD/LA8244-FXRemeasure_HVTC14_CC-Change.feature","--","--","AUTO-3116","AUTO-6463","NA","NA","NA","NA","NA","NA","NA","NA","NA",
